Client_ID,Total_Value,Frequency,LatestInvoiceDate,Recency
13812,539.0,3,2011-10-28 14:27:00,42
13813,2765.47,8,2011-10-31 10:38:00,40
13814,2257.32,3,2011-09-08 13:48:00,92
13815,7475.74,8,2011-11-17 14:19:00,22
13816,571.6700000000001,2,2011-11-16 08:38:00,24
13817,382.98,2,2011-11-10 17:49:00,29
13818,61.28,1,2010-10-06 12:35:00,430
13819,2642.35,6,2011-02-11 10:38:00,302
13820,652.75,3,2010-10-17 13:46:00,418
13821,1379.08,6,2011-07-18 09:49:00,145
13822,632.0,2,2011-12-04 12:13:00,6
13823,3403.4500000000003,7,2011-11-21 10:22:00,19
13824,3314.76,12,2011-11-07 12:41:00,33
13825,255.59,2,2010-03-28 11:02:00,622
13826,189.5,1,2011-06-16 13:48:00,176
13827,409.8,3,2011-10-13 12:38:00,58
13828,209.49,1,2011-11-17 16:02:00,22
13829,102.0,1,2010-10-14 18:19:00,421
13830,156.85000000000002,1,2010-05-07 12:24:00,582
13831,6585.54,18,2011-11-23 15:41:00,16
13832,609.89,2,2011-11-20 15:36:00,19
13833,700.41,2,2011-07-03 13:27:00,159
13834,324.19,2,2010-05-12 10:27:00,577
13835,1095.27,7,2011-11-14 15:37:00,25
13836,620.37,2,2010-11-05 13:31:00,399
13837,266.59000000000003,2,2011-05-12 12:10:00,212
13838,1690.07,10,2011-12-04 11:00:00,6
13839,139.95000000000002,1,2010-08-10 13:52:00,486
13840,651.4,1,2010-10-19 13:34:00,416
13841,85.0,1,2011-04-01 12:10:00,253
13842,5319.34,18,2011-10-12 10:51:00,59
13843,319.75,1,2010-11-23 17:48:00,381
13844,361.62,1,2011-11-28 13:21:00,11
13845,312.98,1,2011-10-06 08:25:00,65
13846,1307.79,4,2011-11-15 12:07:00,25
13847,310.72,1,2009-12-20 10:41:00,720
13848,3015.0,8,2011-09-08 12:58:00,92
13849,3469.3,5,2011-10-19 10:59:00,52
13850,1595.48,1,2011-08-02 14:04:00,129
13851,4606.46,8,2011-09-05 12:36:00,96
13852,187.35000000000002,1,2010-04-08 09:06:00,611
13853,1090.14,1,2011-10-13 14:18:00,57
13854,11944.56,39,2011-12-01 09:06:00,9
13855,1310.3400000000001,4,2010-07-27 09:53:00,501
13856,1142.03,11,2011-06-24 10:03:00,169
13857,1001.01,6,2010-11-11 12:54:00,393
13858,216.17,1,2011-10-13 16:17:00,57
13859,515.86,2,2011-01-17 16:14:00,326
13860,1245.9,5,2011-12-08 12:57:00,1
13861,273.26,2,2010-10-06 14:20:00,429
13862,2556.09,9,2011-11-21 16:24:00,18
13863,1239.55,4,2011-04-06 10:20:00,248
13864,662.4000000000001,1,2010-11-18 12:50:00,387
13865,501.56,4,2011-10-12 13:31:00,58
13866,145.67000000000002,1,2011-09-26 14:54:00,74
13867,1005.09,3,2011-11-08 15:48:00,31
13868,3192.54,2,2011-12-02 16:32:00,7
13869,7996.87,10,2011-08-08 13:53:00,123
13870,5712.08,15,2011-12-07 13:23:00,2
13871,7885.85,17,2011-11-17 10:49:00,23
13872,919.57,3,2010-06-30 15:35:00,527
13873,1038.92,8,2011-08-12 10:08:00,120
13874,2049.15,7,2010-12-16 18:20:00,358
13875,4814.37,14,2011-10-17 09:36:00,54
13876,122.7,1,2011-10-07 10:22:00,64
13877,449.68,3,2011-09-14 15:49:00,86
13878,2416.9,4,2011-10-16 12:19:00,55
13879,395.5,1,2010-03-04 10:49:00,646
13880,4293.86,17,2011-11-18 13:44:00,21
13881,45179.1,43,2011-12-06 12:50:00,4
13882,1191.13,5,2011-12-07 11:16:00,3
13883,6560.02,15,2011-11-29 10:45:00,11
13884,1825.03,10,2011-12-02 16:30:00,7
13885,506.8,2,2011-06-03 15:07:00,189
13886,243.56,1,2011-09-29 13:17:00,71
13887,349.55,1,2011-05-19 17:22:00,204
13888,2001.59,7,2011-08-12 10:13:00,120
13889,1991.23,6,2011-09-08 09:13:00,93
13890,2927.38,14,2011-12-08 15:36:00,1
13891,859.21,3,2010-11-26 15:57:00,378
13892,1267.6499999999999,6,2011-11-13 11:50:00,27
13893,821.1,1,2011-02-15 11:30:00,298
13894,564.62,3,2011-11-16 09:44:00,24
13895,4008.52,6,2011-11-11 16:57:00,28
13896,388.55,1,2010-03-24 08:55:00,626
13897,1160.72,3,2011-10-20 14:30:00,50
13898,686.4,2,2011-01-18 10:28:00,326
13899,388.52,2,2011-11-23 13:40:00,16
13900,1610.59,6,2011-06-09 19:26:00,183
13901,5676.34,15,2011-09-28 14:48:00,72
13902,34095.26,5,2010-03-17 13:09:00,632
13903,165.45000000000002,1,2010-11-04 17:44:00,400
13904,332.64,2,2011-11-02 13:41:00,37
13905,312.65,1,2009-12-07 11:41:00,733
13906,42.0,1,2010-10-26 15:00:00,409
13907,136.8,1,2010-01-17 12:22:00,692
13908,2369.55,4,2011-09-21 11:49:00,80
13909,282.85,2,2010-10-12 17:22:00,423
13911,4234.99,20,2011-10-13 15:43:00,57
13912,124.95,1,2010-10-12 08:43:00,424
13913,42.22,1,2010-07-21 10:11:00,507
13914,626.45,2,2011-11-28 10:35:00,12
13915,70.80000000000001,1,2010-11-10 15:17:00,394
13916,1275.81,4,2010-09-02 10:04:00,464
13917,272.04,2,2011-10-21 09:56:00,50
13918,1212.8400000000001,2,2011-10-21 12:25:00,50
13919,1360.68,4,2011-10-11 14:24:00,59
13920,1774.68,4,2010-10-04 12:37:00,432
13921,730.7,4,2010-11-02 16:32:00,402
13922,865.2,3,2010-12-23 10:38:00,352
13923,351.13,1,2011-10-17 12:33:00,54
13924,1838.8500000000001,6,2011-12-08 09:39:00,2
13925,678.25,4,2011-09-08 12:47:00,93
13926,223.85000000000002,1,2011-11-16 13:16:00,23
13927,708.26,2,2011-09-26 12:00:00,75
13928,464.57,4,2011-11-29 10:33:00,11
13929,3494.1,11,2011-06-23 15:26:00,169
13930,337.34,2,2011-10-13 09:45:00,58
13931,5257.38,11,2011-09-05 10:12:00,96
13932,307.4,1,2011-02-18 12:02:00,295
13933,608.7900000000001,2,2011-08-22 14:03:00,109
13934,922.1,1,2011-03-21 08:39:00,264
13935,6116.92,3,2010-04-22 11:21:00,597
13936,939.66,3,2011-06-13 08:47:00,180
13937,880.13,2,2011-06-23 16:35:00,169
13938,71.66,1,2011-11-04 14:37:00,35
13939,1560.96,7,2011-11-16 13:33:00,23
13940,839.14,4,2011-11-22 15:15:00,17
13941,10027.18,15,2011-11-18 09:43:00,22
13942,320.0,1,2010-06-23 12:35:00,535
13943,246.54,1,2010-05-11 11:30:00,578
13944,200.43,1,2010-02-24 15:02:00,653
13945,854.15,2,2010-11-10 10:00:00,395
13946,1876.23,6,2011-09-21 13:33:00,79
13947,90.6,1,2011-10-05 14:42:00,65
13948,548.76,4,2010-12-14 10:18:00,361
13949,2427.32,6,2011-12-07 09:35:00,3
13950,745.06,4,2011-11-28 14:44:00,11
13951,674.45,3,2011-06-16 16:43:00,176
13952,12823.521,14,2011-05-06 09:00:00,218
13953,6640.68,12,2011-12-02 16:04:00,7
13954,439.92,2,2011-12-08 12:50:00,2
13955,544.0699999999999,3,2011-07-08 17:19:00,154
13956,1019.27,5,2011-12-04 13:20:00,5
13957,458.25,3,2010-10-18 10:02:00,418
13958,4709.2300000000005,8,2010-11-25 10:11:00,380
13959,1064.77,6,2011-09-21 15:06:00,79
13960,230.22,2,2011-11-18 15:27:00,21
13961,538.4,1,2010-11-12 14:40:00,392
13962,362.8,3,2011-11-18 08:47:00,22
13963,2860.57,17,2011-02-04 14:43:00,308
13964,438.9,2,2010-11-17 13:53:00,387
13965,996.61,3,2010-08-20 10:40:00,477
13966,384.26,1,2010-09-30 13:08:00,435
13967,166.3,2,2011-07-17 12:02:00,146
13968,123.66,1,2010-10-12 13:22:00,423
13969,12973.460000000001,35,2011-12-02 15:11:00,7
13970,846.55,2,2010-11-18 13:21:00,386
13971,4667.57,14,2011-11-21 12:06:00,19
13972,190.25,2,2011-09-30 11:54:00,71
13973,264.7,1,2011-02-25 15:21:00,287
13974,677.72,2,2011-10-21 14:41:00,49
13975,5256.4,12,2011-11-08 13:19:00,31
13976,1192.36,4,2011-05-17 09:13:00,207
13977,519.8100000000001,1,2010-10-24 14:08:00,411
13978,196.79000000000002,2,2011-11-25 11:36:00,15
13979,3379.93,7,2011-09-27 13:32:00,73
13980,768.82,5,2011-10-10 13:34:00,60
13981,331.14,1,2010-10-20 10:03:00,416
13982,3954.29,9,2011-10-31 16:24:00,39
13983,6753.89,21,2011-11-10 11:06:00,30
13984,1893.8,12,2011-11-13 12:38:00,27
13985,10020.86,22,2011-12-05 17:06:00,4
13986,320.46,1,2011-11-22 15:00:00,17
13987,682.54,2,2010-11-25 10:20:00,380
13988,4757.8,8,2011-11-20 10:15:00,20
13989,2026.06,5,2011-10-05 09:47:00,66
13990,311.3,1,2011-05-10 15:19:00,213
13991,852.88,6,2011-11-27 16:18:00,12
13992,219.5,3,2011-11-09 15:23:00,30
13993,6775.71,19,2011-10-28 09:06:00,43
13994,2274.14,6,2011-12-06 11:05:00,4
13995,3902.01,14,2011-11-24 14:22:00,15
13996,895.76,2,2010-11-18 16:27:00,386
13997,376.46,3,2010-07-08 18:06:00,519
13998,566.7,3,2010-09-19 10:20:00,447
13999,9502.26,29,2011-11-29 13:40:00,10
14000,2046.3400000000001,5,2011-05-12 16:50:00,211
14001,4228.85,9,2011-10-25 10:31:00,46
14002,529.73,2,2011-07-28 15:55:00,134
14003,209.41,1,2009-12-07 08:53:00,733
14004,6258.45,11,2011-10-27 14:40:00,43
14005,2874.72,5,2011-11-30 12:41:00,10
14006,2196.67,7,2011-08-16 09:39:00,116
14007,79.48,1,2010-07-15 09:06:00,513
14008,509.04,1,2010-10-03 13:09:00,432
14009,1099.91,3,2011-05-25 15:47:00,198
14010,445.15,2,2010-05-23 13:00:00,565
14011,457.82,2,2010-08-16 15:31:00,480
14012,328.8,1,2011-03-07 12:26:00,278
14013,1084.57,5,2011-08-21 15:01:00,110
14014,1948.21,3,2011-09-23 13:18:00,77
14015,917.34,1,2011-10-18 10:02:00,53
14016,11403.41,11,2011-07-01 11:29:00,162
14017,229.75,1,2010-05-17 14:52:00,571
14018,367.15000000000003,1,2010-03-04 14:23:00,645
14019,1421.61,3,2011-10-24 10:13:00,47
14020,1249.01,4,2011-11-23 09:22:00,17
14021,1716.58,7,2011-07-07 15:46:00,155
14022,792.15,2,2011-04-28 14:39:00,225
14023,584.07,2,2011-12-02 13:58:00,7
14024,645.74,3,2011-08-10 11:30:00,122
14025,4057.9,8,2010-09-01 10:11:00,465
14026,713.11,2,2010-08-26 10:31:00,471
14027,104.82,1,2011-10-10 09:01:00,61
14028,10396.5,3,2010-06-07 13:33:00,550
14029,467.66,2,2011-10-07 14:46:00,63
14030,7521.8,20,2011-11-21 16:48:00,18
14031,39019.51,44,2011-12-02 17:13:00,7
14032,4546.41,16,2011-12-07 15:23:00,2
14033,109.44,1,2010-06-02 15:10:00,555
14034,648.89,3,2011-11-17 14:02:00,22
14035,2794.75,9,2011-11-11 10:03:00,29
14036,626.65,1,2011-02-28 09:26:00,285
14037,836.95,6,2011-06-16 13:57:00,176
14038,3069.88,5,2011-09-22 13:37:00,78
14039,267.28000000000003,2,2011-11-06 13:48:00,33
14040,12523.81,35,2011-10-30 12:42:00,41
14041,141.41,1,2011-03-18 13:25:00,266
14042,431.98,1,2009-12-14 15:07:00,725
14043,302.6,2,2010-08-05 18:18:00,491
14044,3077.7,10,2011-11-13 12:05:00,27
14045,10986.63,16,2011-08-22 15:27:00,109
14046,154.99,1,2011-02-28 14:48:00,284
14047,3968.11,14,2011-12-01 11:43:00,9
14048,748.69,3,2011-02-07 14:53:00,305
14049,13023.4,13,2011-11-23 12:20:00,17
14050,746.36,2,2011-11-08 10:00:00,32
14051,21770.98,37,2011-12-09 10:20:00,1
14052,466.66,2,2011-11-20 12:30:00,20
14053,572.3,4,2011-08-07 14:27:00,124
14054,92.46,1,2011-10-05 15:49:00,65
14055,1520.96,3,2011-08-25 15:04:00,106
14056,8152.71,23,2011-12-08 13:36:00,1
14057,8346.66,22,2011-11-16 10:32:00,24
14058,469.19,2,2010-09-03 09:31:00,463
14059,183.6,1,2011-03-18 10:06:00,267
14060,8898.24,30,2011-12-05 12:29:00,5
14061,917.4300000000001,3,2010-07-20 17:22:00,507
14062,25585.65,24,2011-11-30 10:04:00,10
14063,22710.2,9,2010-09-27 16:18:00,438
14064,3260.24,15,2011-11-10 13:14:00,29
14065,891.02,3,2010-11-15 16:13:00,389
14066,152.55,1,2011-03-18 12:21:00,267
14067,374.7,2,2011-10-07 10:21:00,64
14068,1516.72,4,2011-01-23 16:02:00,320
14069,225.81,2,2010-07-13 12:12:00,515
14070,321.6,1,2010-01-24 12:27:00,685
14071,1437.57,8,2011-12-06 12:27:00,4
14072,390.85,1,2010-02-11 12:31:00,667
14073,151.04,1,2011-11-07 15:49:00,32
14074,219.39999999999998,1,2010-03-26 13:55:00,623
14075,1734.87,6,2011-12-05 08:38:00,5
14076,118.67,1,2011-08-02 15:19:00,129
14077,615.0799999999999,6,2011-10-30 12:35:00,41
14078,1553.47,9,2011-08-30 12:16:00,102
14079,618.73,2,2011-08-07 12:10:00,125
14080,1115.68,5,2011-11-07 11:09:00,33
14081,4867.57,10,2011-02-10 16:17:00,302
14082,413.36,2,2010-12-10 11:02:00,365
14083,1082.19,11,2011-12-05 13:14:00,4
14084,150.5,1,2010-07-15 14:36:00,512
14085,9720.67,33,2011-12-07 13:46:00,2
14086,39.95,1,2010-09-03 10:52:00,463
14087,829.47,3,2011-12-07 12:41:00,3
14088,64036.8,16,2011-11-29 16:16:00,10
14089,158.75,1,2011-10-14 10:38:00,57
14090,76.32000000000001,1,2011-01-19 10:51:00,325
14091,9530.08,2,2010-02-23 15:17:00,654
14092,7229.45,24,2011-12-02 12:13:00,8
14093,433.86,1,2011-11-27 16:27:00,12
14094,311.77,1,2010-09-26 11:58:00,440
14095,2.95,1,2009-12-17 12:49:00,723
14096,65164.79,17,2011-12-05 17:17:00,4
14097,422.85999999999996,2,2010-08-15 14:20:00,481
14098,147.35,1,2011-11-03 10:13:00,37
14099,5750.91,20,2011-11-23 13:53:00,16
14100,191.95000000000002,1,2011-07-25 11:01:00,138
14101,9961.93,13,2011-09-27 12:28:00,74
14102,1105.8799999999999,5,2011-12-04 15:38:00,5
14104,743.53,5,2011-07-08 12:50:00,155
14105,5988.83,5,2011-04-14 17:58:00,239
14106,214.79999999999998,1,2009-12-02 14:09:00,737
14107,4877.3,11,2011-10-19 12:12:00,52
14108,1044.96,4,2011-11-09 10:41:00,31
14109,144.2,1,2011-09-28 10:18:00,73
14110,12987.95,33,2011-12-06 12:26:00,4
14111,692.85,4,2011-11-25 13:44:00,14
14112,5834.59,13,2011-11-17 12:30:00,23
14113,7092.610000000001,16,2011-12-06 12:18:00,4
14114,1364.09,7,2011-03-11 09:42:00,274
14115,622.6700000000001,2,2010-07-26 12:36:00,502
14116,1382.74,5,2011-11-20 10:29:00,20
14117,90.0,1,2011-07-19 09:49:00,144
14118,458.45,1,2010-10-07 11:59:00,429
14119,183.37,2,2010-11-29 10:33:00,376
14121,2780.15,4,2011-12-06 12:19:00,4
14122,362.42,3,2010-10-29 15:11:00,406
14123,436.18,1,2009-12-06 15:35:00,733
14124,419.58000000000004,1,2011-09-16 13:32:00,84
14125,2720.63,3,2011-11-29 12:47:00,11
14126,1172.46,4,2011-12-02 11:45:00,8
14127,1900.0800000000002,6,2011-08-09 10:49:00,123
14128,924.21,3,2011-10-10 12:00:00,61
14129,2591.34,9,2011-12-08 11:02:00,2
14130,1858.77,4,2011-01-24 16:05:00,319
14131,168.22,1,2010-03-01 11:59:00,649
14132,3586.0299999999997,11,2011-12-07 13:35:00,2
14133,911.14,4,2011-08-02 11:34:00,130
14134,11123.35,15,2010-11-22 12:26:00,383
14135,8839.67,24,2011-12-08 11:38:00,2
14136,1570.81,5,2010-11-04 11:53:00,401
14137,332.7,1,2010-01-13 12:30:00,696
14138,965.8800000000001,2,2011-12-08 12:44:00,2
14139,1086.8,4,2011-10-24 13:34:00,46
14140,935.05,2,2011-12-06 09:05:00,4
14141,915.13,4,2011-12-07 09:53:00,3
14142,671.34,2,2010-12-01 16:33:00,373
14143,115.8,1,2011-07-29 09:48:00,134
14144,30.599999999999998,1,2010-08-10 15:17:00,486
14145,7600.05,7,2011-10-24 12:10:00,47
14146,9450.3,12,2011-12-01 10:18:00,9
14147,2590.2,9,2011-09-22 18:10:00,78
14148,466.29,2,2011-04-20 12:02:00,234
14149,446.62,1,2011-05-03 09:44:00,221
14150,658.64,2,2011-11-04 10:05:00,36
14151,679.45,2,2010-02-04 15:35:00,673
14152,1997.3400000000001,7,2011-09-25 12:54:00,75
14153,233.4,1,2010-08-13 14:35:00,483
14154,6460.7,8,2011-04-14 16:26:00,239
14155,118.75,1,2011-03-18 14:13:00,266
14156,313437.62,156,2011-11-30 10:54:00,10
14157,978.69,5,2011-11-20 11:32:00,20
14158,507.66,1,2011-10-30 15:08:00,40
14159,7860.8,20,2011-11-20 12:36:00,20
14160,8421.47,7,2010-04-08 14:30:00,610
14161,2996.93,7,2011-05-08 11:41:00,216
14162,289.36,2,2011-06-19 11:36:00,174
14163,2594.62,5,2011-09-13 15:18:00,87
14164,1631.77,2,2011-09-30 12:24:00,71
14165,120.44,1,2011-03-09 12:39:00,276
14166,251.15,2,2010-07-22 19:42:00,505
14167,1274.29,8,2011-10-31 14:29:00,39
14168,370.45,2,2010-10-15 10:49:00,421
14169,621.51,2,2010-10-05 08:45:00,431
14170,570.18,3,2010-11-29 13:10:00,375
14171,498.79,2,2011-09-02 16:43:00,98
14172,369.02,3,2010-04-13 13:26:00,605
14173,586.0,6,2011-11-29 11:54:00,11
14174,134.46,1,2011-11-06 13:17:00,33
14175,7678.88,8,2011-10-11 11:55:00,60
14176,756.46,5,2011-02-15 13:12:00,297
14177,2209.69,13,2011-09-14 15:11:00,86
14178,1600.26,7,2011-12-01 12:01:00,9
14179,701.57,2,2011-10-30 12:07:00,41
14180,6117.5,33,2011-11-29 10:56:00,11
14181,308.35,2,2010-10-25 08:27:00,411
14182,678.77,4,2010-09-22 11:45:00,444
14183,278.34000000000003,2,2010-10-24 14:45:00,411
14184,452.89,1,2011-10-04 12:43:00,67
14185,197.65,1,2011-01-12 13:52:00,331
14186,1550.63,5,2010-10-08 13:30:00,427
14187,123.5,1,2010-08-23 12:06:00,474
14188,2054.36,6,2011-11-09 12:45:00,31
14189,5503.15,16,2011-12-07 15:55:00,2
14190,79.9,1,2010-02-11 14:27:00,666
14191,4817.66,15,2011-12-08 09:23:00,2
14192,293.74,1,2010-11-16 17:44:00,388
14193,1210.19,3,2011-10-03 09:34:00,68
14194,18670.59,36,2011-12-05 10:38:00,5
14195,2615.6,6,2011-05-22 10:29:00,202
14196,335.52,1,2011-08-25 10:25:00,107
14197,390.05,1,2010-10-25 10:01:00,411
14198,1569.73,9,2011-11-21 16:35:00,18
14199,1091.7,4,2011-05-05 13:44:00,218
14200,379.2,1,2010-04-01 13:01:00,617
14201,1193.54,10,2011-10-10 13:27:00,60
14202,847.76,3,2010-11-23 17:13:00,381
14203,339.34,1,2010-11-07 13:35:00,397
14204,1024.83,4,2011-12-07 13:38:00,2
14205,2414.2,9,2011-11-23 10:55:00,17
14206,1185.01,3,2011-04-14 16:38:00,239
14207,157.8,1,2010-01-21 09:33:00,688
14208,567.05,2,2011-09-06 12:48:00,95
14209,4993.27,15,2011-11-29 10:18:00,11
14210,5556.570000000001,16,2011-08-26 12:36:00,106
14211,4402.29,18,2011-10-17 13:23:00,53
14212,2190.14,2,2011-09-11 12:45:00,90
14213,1192.2,1,2010-10-31 10:37:00,405
14214,1004.38,5,2011-11-09 10:31:00,31
14215,3250.33,9,2011-11-28 12:19:00,12
14216,2150.04,5,2011-12-06 14:56:00,3
14217,3298.59,23,2011-12-08 11:53:00,2
14218,169.48000000000002,1,2011-10-28 10:00:00,43
14219,633.83,3,2011-12-05 16:23:00,4
14220,1515.0,4,2011-04-06 13:23:00,247
14221,6517.49,17,2011-10-28 13:42:00,42
14222,683.17,1,2011-06-15 16:42:00,177
14223,991.13,3,2011-09-08 13:38:00,92
14224,1841.71,9,2011-08-21 13:24:00,110
14225,2031.07,4,2010-10-01 10:32:00,435
14226,2985.13,6,2011-11-11 11:34:00,29
14227,6368.71,15,2011-11-13 15:48:00,26
14228,745.5,3,2010-09-28 09:45:00,438
14229,2594.04,7,2011-10-19 10:04:00,52
14230,979.8000000000001,3,2010-09-30 09:07:00,436
14231,1235.6200000000001,4,2011-06-09 11:05:00,184
14232,2048.07,5,2011-10-28 11:09:00,43
14233,2904.27,7,2011-10-21 15:54:00,49
14234,754.12,4,2011-11-17 17:53:00,22
14235,4717.99,9,2011-09-25 14:37:00,75
14236,1555.34,5,2011-09-20 09:13:00,81
14237,471.14,2,2010-12-01 13:20:00,373
14238,434.23,3,2011-01-17 14:40:00,326
14239,4263.17,21,2011-10-27 14:40:00,43
14240,1247.49,3,2011-11-09 13:45:00,30
14241,333.70000000000005,2,2011-06-09 11:46:00,184
14242,280.55,2,2011-04-19 11:46:00,235
14243,7217.75,17,2011-12-01 11:12:00,9
14244,366.41999999999996,1,2010-02-17 11:40:00,661
14245,1693.45,2,2011-05-04 08:40:00,220
14246,1474.06,3,2011-08-21 11:50:00,111
14247,753.56,5,2011-03-06 15:21:00,278
14248,1032.95,3,2011-01-25 14:45:00,318
14249,5400.461,12,2010-10-25 12:34:00,411
14250,1904.05,3,2011-12-02 14:30:00,7
14251,2879.7000000000003,5,2011-12-08 08:32:00,2
14252,350.99,1,2010-11-23 13:36:00,381
14253,363.40000000000003,2,2010-08-03 14:55:00,493
14254,601.03,1,2010-10-03 11:52:00,433
14255,1000.63,1,2010-06-11 15:54:00,546
14256,2460.79,5,2011-03-24 13:17:00,260
14257,5954.45,9,2011-10-06 16:54:00,64
14258,32051.34,25,2011-11-30 15:27:00,9
14259,120.0,1,2011-07-21 10:44:00,142
14260,824.28,3,2010-08-25 14:55:00,471
14261,1163.45,2,2011-10-20 10:04:00,51
14262,2618.23,8,2011-12-01 14:17:00,8
14263,322.93,1,2010-10-12 14:09:00,423
14264,1517.3600000000001,6,2011-07-08 10:20:00,155
14265,1373.35,4,2011-08-22 13:32:00,109
14266,40.56,1,2010-10-07 13:32:00,428
14267,1516.24,3,2011-06-30 10:09:00,163
14268,354.85,1,2010-08-26 10:45:00,471
14269,295.73,1,2010-09-26 12:53:00,439
14270,492.65000000000003,1,2011-01-12 09:33:00,332
14271,214.18,2,2011-04-28 12:47:00,226
14272,920.81,4,2011-09-27 10:08:00,74
14273,559.97,4,2011-10-19 13:20:00,51
14274,256.6,1,2010-01-22 12:51:00,686
14275,1189.3799999999999,6,2010-11-09 09:06:00,396
14276,2102.68,7,2011-09-02 09:45:00,99
14277,17197.61,9,2011-11-24 15:01:00,15
14278,205.83,1,2010-10-26 12:07:00,410
14279,191.86,2,2010-07-07 08:42:00,521
14280,134.04,1,2011-05-27 10:37:00,197
14281,245.15,1,2010-10-27 14:45:00,408
14282,7250.76,25,2011-12-06 17:04:00,3
14283,628.4399999999999,4,2010-09-02 14:46:00,463
14284,1299.65,3,2011-11-09 08:11:00,31
14285,3284.42,8,2011-11-18 14:50:00,21
14286,8479.76,7,2011-11-16 10:34:00,24
14287,176.63,3,2011-12-01 13:25:00,8
14288,426.6,1,2011-05-10 13:22:00,213
14289,911.26,6,2011-12-01 11:44:00,9
14290,4516.56,8,2011-11-28 14:02:00,11
14291,7904.1,23,2011-12-08 10:26:00,2
14292,9226.25,16,2011-12-02 11:50:00,8
14293,2903.01,9,2011-12-06 15:17:00,3
14294,375.34,1,2010-10-28 16:25:00,407
14295,2362.91,5,2011-10-30 15:50:00,40
14296,456.40000000000003,2,2010-10-14 14:14:00,421
14297,1305.33,4,2011-11-22 09:06:00,18
14298,91194.49,82,2011-12-01 13:12:00,8
14299,14070.25,27,2011-12-01 16:05:00,8
14300,43.2,1,2011-11-21 08:57:00,19
14301,1992.18,4,2011-08-14 15:33:00,117
14302,742.9000000000001,3,2010-10-05 08:10:00,431
14303,277.94,2,2010-10-28 15:37:00,407
14304,1725.01,3,2011-05-01 11:50:00,223
14305,1858.96,3,2011-09-29 15:29:00,71
14306,3151.4,6,2011-10-19 13:23:00,51
14307,4287.92,10,2011-09-12 09:38:00,89
14308,1147.02,2,2010-06-08 16:48:00,549
14309,3780.81,11,2011-12-01 13:33:00,8
14310,492.1,1,2010-10-03 12:34:00,433
14311,516.45,2,2011-04-11 10:14:00,243
14312,3090.29,11,2011-10-24 09:46:00,47
14314,229.8,2,2011-08-25 10:39:00,107
14315,3197.82,8,2011-10-26 12:06:00,45
14316,1370.34,5,2010-10-13 16:31:00,422
14317,508.58000000000004,1,2011-10-06 10:44:00,65
14318,158.02,1,2010-09-05 15:32:00,460
14319,494.85,1,2010-10-11 13:38:00,424
14320,1346.75,5,2011-05-17 09:24:00,207
14321,2218.06,7,2011-11-29 09:47:00,11
14322,474.1,4,2010-10-06 15:17:00,429
14323,605.0600000000001,2,2011-08-17 11:37:00,115
14324,701.61,2,2010-10-26 11:44:00,410
14325,245.48000000000002,1,2010-05-19 09:20:00,570
14326,940.98,3,2011-04-11 15:04:00,242
14327,1894.93,6,2011-06-29 13:58:00,163
14328,445.05,1,2010-09-27 16:01:00,438
14329,9887.62,15,2011-11-22 15:50:00,17
14330,200.63,1,2010-03-26 09:10:00,624
14331,462.65999999999997,2,2011-08-07 13:17:00,124
14332,1917.41,5,2011-11-17 11:54:00,23
14333,415.2,1,2011-10-03 10:38:00,68
14334,4318.48,12,2011-11-23 10:01:00,17
14335,454.86,2,2011-11-23 13:41:00,16
14336,1614.91,4,2011-11-23 11:40:00,17
14338,928.1,3,2011-07-01 14:08:00,161
14339,620.27,2,2011-04-11 11:06:00,243
14340,134.7,1,2011-05-05 09:44:00,219
14341,4452.02,18,2011-10-25 15:48:00,45
14342,918.44,6,2011-11-18 13:21:00,21
14343,1079.66,4,2010-10-14 13:05:00,421
14344,2993.05,20,2011-08-04 13:51:00,127
14345,108.97999999999999,1,2011-11-01 09:51:00,39
14346,2315.75,5,2011-08-11 09:47:00,121
14347,82.6,1,2009-12-03 10:49:00,737
14348,409.57,1,2011-03-24 16:23:00,260
14349,133.5,1,2011-11-29 15:39:00,10
14350,972.03,3,2011-03-10 14:14:00,274
14351,51.0,1,2011-06-28 11:56:00,165
14352,1078.96,4,2011-07-05 15:41:00,157
14353,376.5,3,2011-05-08 16:06:00,215
14354,163.62,2,2011-12-04 11:32:00,6
14355,840.0500000000001,3,2010-12-09 12:16:00,366
14356,701.23,2,2011-09-21 09:18:00,80
14357,225.12,1,2011-10-27 16:23:00,43
14358,400.06,2,2010-11-15 15:51:00,389
14359,912.18,3,2011-11-20 13:17:00,19
14360,2118.03,4,2011-11-08 09:12:00,32
14361,214.70999999999998,1,2010-05-10 12:29:00,579
14362,151.5,1,2011-11-17 15:08:00,22
14363,227.47000000000003,2,2010-11-02 17:01:00,402
14364,3717.35,8,2011-08-23 11:01:00,109
14365,634.68,2,2010-11-10 09:52:00,395
14366,136.0,1,2010-07-02 17:23:00,525
14367,9227.82,16,2011-12-01 13:19:00,8
14368,155.0,1,2011-01-24 09:52:00,320
14369,469.13,2,2010-03-07 15:47:00,642
14370,1175.78,6,2010-09-15 10:53:00,451
14371,100.5,1,2011-02-17 16:35:00,295
14372,860.08,2,2010-09-22 16:17:00,443
14373,76.55,1,2010-12-16 15:40:00,358
14374,108.0,1,2010-06-16 14:25:00,541
14375,1106.82,3,2011-06-07 13:44:00,185
14376,215.46,1,2010-01-25 15:36:00,683
